0.07	3.115	1.136229152
0.1	2.44	0.891998039
0.15	1.6	0.470003629
0.17	1.45	0.371563556
0.2	1.28	0.246860078
0.25	1.07	0.067658648
0.3	0.899	-0.106472245
0.35	0.8	-0.223143551
0.4	0.709	-0.343899752
0.45	0.632	-0.458865885
0.5	0.575	-0.553385238
0.55	0.525	-0.644357016
0.6	0.49	-0.713349888
0.65	0.46	-0.776528789
0.7	0.42	-0.867500568
0.75	0.397	-0.923818998
0.8	0.378	-0.972861083
0.85	0.358	-1.027222293
0.9	0.338	-1.084709383
